Order ID,Product,Quantity Ordered,Price Each,Order Date,Street Address,City,State
234371,Bose SoundSport Headphones,1,99.99,2021-05-12 23:55:00,613 River St,Austin,TX
234373,Vareebadd Phone,1,400.0,2021-05-01 11:38:00,684 Maple St,Portland,OR
234373,USB-C Charging Cable,2,11.95,2021-05-01 11:38:00,684 Maple St,Portland,OR
234373,Bose SoundSport Headphones,1,99.99,2021-05-01 11:38:00,684 Maple St,Portland,OR
234376,Apple Airpods Headphones,1,150.0,2021-05-20 09:15:00,103 Lakeview St,Boston,MA
234378,Lightning Charging Cable,1,14.95,2021-05-07 12:53:00,216 Ridge St,Portland,OR
234384,iPhone,1,700.0,2021-05-30 01:50:00,194 Center St,Portland,OR
234397,USB-C Charging Cable,2,11.95,2021-05-11 13:10:00,971 8th St,Atlanta,GA
234398,AAA Batteries (4-pack),1,2.99,2021-05-25 21:23:00,215 Madison St,New York City,NY
234412,Apple Airpods Headphones,1,150.0,2021-05-30 23:50:00,564 7th St,Seattle,WA
234417,Apple Airpods Headphones,1,150.0,2021-05-07 15:54:00,898 Lakeview St,Portland,OR
234423,Bose SoundSport Headphones,1,99.99,2021-05-06 09:49:00,745 10th St,Seattle,WA
234425,AAA Batteries (4-pack),1,2.99,2021-05-31 16:48:00,419 River St,Atlanta,GA
234427,27in 4K Gaming Monitor,1,389.99,2021-05-12 13:15:00,354 Cedar St,San Francisco,CA
234448,Lightning Charging Cable,1,14.95,2021-05-09 16:04:00,364 13th St,New York City,NY
234451,AA Batteries (4-pack),2,3.84,2021-05-25 21:34:00,869 Center St,Portland,OR
234460,Apple Airpods Headphones,1,150.0,2021-05-14 20:09:00,801 5th St,Los Angeles,CA
234470,Apple Airpods Headphones,1,150.0,2021-05-24 16:36:00,902 14th St,San Francisco,CA
234475,AAA Batteries (4-pack),2,2.99,2021-05-26 14:51:00,450 Dogwood St,Dallas,TX
234482,ThinkPad Laptop,1,999.99,2021-05-03 20:16:00,52 Jackson St,Seattle,WA
234495,AA Batteries (4-pack),4,3.84,2021-05-23 21:50:00,148 Park St,San Francisco,CA
234496,27in 4K Gaming Monitor,1,389.99,2021-05-25 09:32:00,161 Main St,Boston,MA
234500,Flatscreen TV,1,300.0,2021-05-04 18:34:00,337 Maple St,Boston,MA
234502,AAA Batteries (4-pack),1,2.99,2021-05-11 18:19:00,942 Lincoln St,New York City,NY
234506,AA Batteries (4-pack),1,3.84,2021-05-20 21:02:00,942 Wilson St,Seattle,WA
234508,Lightning Charging Cable,2,14.95,2021-05-27 21:23:00,828 North St,San Francisco,CA
234509,Wired Headphones,2,11.99,2021-05-03 15:08:00,452 5th St,Boston,MA
234518,27in FHD Monitor,1,149.99,2021-05-19 18:16:00,958 13th St,Los Angeles,CA
234526,iPhone,1,700.0,2021-05-14 12:17:00,33 Dogwood St,New York City,NY
234529,20in Monitor,1,109.99,2021-05-11 21:34:00,45 Cedar St,Los Angeles,CA
234536,Wired Headphones,2,11.99,2021-05-14 21:13:00,374 Main St,New York City,NY
234539,Wired Headphones,2,11.99,2021-05-26 08:18:00,335 Center St,Boston,MA
234547,27in FHD Monitor,1,149.99,2021-05-06 17:39:00,977 River St,Austin,TX
234549,Lightning Charging Cable,1,14.95,2021-05-12 12:12:00,788 Meadow St,Dallas,TX
234555,27in 4K Gaming Monitor,1,389.99,2021-05-21 09:48:00,298 6th St,San Francisco,CA
234562,Bose SoundSport Headphones,1,99.99,2021-05-01 14:21:00,305 Washington St,New York City,NY
234571,Wired Headphones,2,11.99,2021-05-09 01:29:00,419 11th St,Boston,MA
234574,Vareebadd Phone,1,400.0,2021-05-08 13:42:00,202 Hickory St,Dallas,TX
234578,AAA Batteries (4-pack),2,2.99,2021-05-28 22:19:00,916 6th St,New York City,NY
234585,Apple Airpods Headphones,1,150.0,2021-05-13 16:17:00,734 Walnut St,Dallas,TX
234600,Wired Headphones,2,11.99,2021-05-31 12:24:00,750 Elm St,Los Angeles,CA
234610,AAA Batteries (4-pack),4,2.99,2021-05-01 20:35:00,404 4th St,San Francisco,CA
234615,Wired Headphones,1,11.99,2021-05-26 20:15:00,483 Dogwood St,San Francisco,CA
234618,Lightning Charging Cable,2,14.95,2021-05-07 15:52:00,854 5th St,San Francisco,CA
234644,Lightning Charging Cable,1,14.95,2021-05-06 00:45:00,466 Walnut St,Seattle,WA
234647,27in 4K Gaming Monitor,1,389.99,2021-05-25 17:06:00,672 10th St,Seattle,WA
234655,20in Monitor,1,109.99,2021-05-05 07:47:00,916 4th St,San Francisco,CA
234657,Macbook Pro Laptop,1,1700.0,2021-05-29 17:52:00,864 Cherry St,San Francisco,CA
234660,Apple Airpods Headphones,1,150.0,2021-05-14 23:21:00,809 Lincoln St,San Francisco,CA
234668,AA Batteries (4-pack),1,3.84,2021-05-07 15:45:00,678 Cedar St,Portland,OR
234671,AAA Batteries (4-pack),1,2.99,2021-05-26 13:09:00,872 Center St,San Francisco,CA
234678,Bose SoundSport Headphones,1,99.99,2021-05-23 13:42:00,152 Highland St,San Francisco,CA
234683,Wired Headphones,2,11.99,2021-05-20 15:56:00,308 Pine St,San Francisco,CA
234686,USB-C Charging Cable,2,11.95,2021-05-20 17:57:00,962 Hickory St,Austin,TX
234691,Wired Headphones,2,11.99,2021-05-18 21:25:00,78 Cherry St,Portland,OR
234698,Apple Airpods Headphones,1,150.0,2021-05-03 14:15:00,232 Forest St,San Francisco,CA
234706,AAA Batteries (4-pack),4,2.99,2021-05-22 16:38:00,606 Hill St,Dallas,TX
234717,ThinkPad Laptop,1,999.99,2021-05-22 08:23:00,494 11th St,Boston,MA
234722,Lightning Charging Cable,1,14.95,2021-05-06 15:37:00,357 Lake St,San Francisco,CA
234726,USB-C Charging Cable,1,11.95,2021-05-30 08:48:00,623 13th St,Atlanta,GA
234733,Apple Airpods Headphones,1,150.0,2021-05-17 16:43:00,257 Chestnut St,Portland,OR
234735,Wired Headphones,2,11.99,2021-05-02 10:49:00,187 2nd St,Boston,MA
234737,Flatscreen TV,1,300.0,2021-05-08 09:43:00,495 Washington St,Boston,MA
234757,Bose SoundSport Headphones,1,99.99,2021-05-27 21:49:00,324 Chestnut St,Portland,OR
234766,34in Ultrawide Monitor,1,379.99,2021-05-18 11:28:00,638 Main St,Atlanta,GA
234781,Wired Headphones,2,11.99,2021-05-28 12:28:00,231 Chestnut St,Portland,OR
234785,27in FHD Monitor,1,149.99,2021-05-19 12:06:00,627 Park St,New York City,NY
234788,27in FHD Monitor,1,149.99,2021-05-29 17:58:00,478 Johnson St,San Francisco,CA
234791,AA Batteries (4-pack),4,3.84,2021-05-19 12:52:00,791 Washington St,Portland,OR
234793,ThinkPad Laptop,1,999.99,2021-05-07 19:54:00,50 8th St,San Francisco,CA
234796,Macbook Pro Laptop,1,1700.0,2021-05-07 17:44:00,161 9th St,San Francisco,CA
234797,Wired Headphones,2,11.99,2021-05-22 22:15:00,565 11th St,Los Angeles,CA
234812,USB-C Charging Cable,1,11.95,2021-05-19 23:57:00,816 Ridge St,Atlanta,GA
234813,Flatscreen TV,1,300.0,2021-05-10 08:41:00,171 Maple St,New York City,NY
234822,iPhone,1,700.0,2021-05-11 22:17:00,526 13th St,Los Angeles,CA
234822,Lightning Charging Cable,1,14.95,2021-05-11 22:17:00,526 13th St,Los Angeles,CA
234824,Macbook Pro Laptop,1,1700.0,2021-05-19 11:34:00,652 Ridge St,Seattle,WA
234838,34in Ultrawide Monitor,1,379.99,2021-05-09 19:49:00,632 Walnut St,San Francisco,CA
234843,AA Batteries (4-pack),4,3.84,2021-05-27 20:01:00,522 Adams St,Boston,MA
234856,Google Phone,1,600.0,2021-05-31 23:27:00,239 Walnut St,Portland,OR
234859,Lightning Charging Cable,2,14.95,2021-05-06 01:30:00,957 Lincoln St,Seattle,WA
234860,USB-C Charging Cable,1,11.95,2021-05-12 21:58:00,573 Meadow St,Boston,MA
234862,Apple Airpods Headphones,1,150.0,2021-05-28 14:08:00,184 5th St,Dallas,TX
234864,AA Batteries (4-pack),4,3.84,2021-05-14 19:32:00,799 Lake St,Dallas,TX
234868,USB-C Charging Cable,1,11.95,2021-05-20 18:30:00,800 Center St,Portland,ME
234882,AAA Batteries (4-pack),8,2.99,2021-05-23 15:42:00,533 Chestnut St,New York City,NY
234887,Macbook Pro Laptop,1,1700.0,2021-05-24 12:37:00,432 North St,Boston,MA
234898,27in 4K Gaming Monitor,1,389.99,2021-05-30 13:46:00,161 8th St,Atlanta,GA
234914,AAA Batteries (4-pack),2,2.99,2021-05-09 09:39:00,467 West St,Seattle,WA
234918,AAA Batteries (4-pack),4,2.99,2021-05-01 11:36:00,880 Adams St,Austin,TX
234927,AA Batteries (4-pack),1,3.84,2021-05-26 10:37:00,547 14th St,Seattle,WA
234932,AA Batteries (4-pack),4,3.84,2021-05-09 08:18:00,589 North St,Los Angeles,CA
234937,Macbook Pro Laptop,1,1700.0,2021-05-22 12:19:00,29 Wilson St,Boston,MA
234945,Apple Airpods Headphones,1,150.0,2021-05-01 15:54:00,413 Lake St,Atlanta,GA
234951,AAA Batteries (4-pack),4,2.99,2021-05-05 14:48:00,330 Maple St,Boston,MA
234959,USB-C Charging Cable,1,11.95,2021-05-22 20:58:00,205 10th St,Austin,TX
234960,AA Batteries (4-pack),2,3.84,2021-05-29 23:56:00,786 Chestnut St,Atlanta,GA
234970,Lightning Charging Cable,2,14.95,2021-05-03 10:47:00,222 12th St,Austin,TX
234980,Bose SoundSport Headphones,1,99.99,2021-05-18 16:22:00,754 Lincoln St,New York City,NY
234985,Bose SoundSport Headphones,1,99.99,2021-05-30 17:49:00,363 West St,Los Angeles,CA
234986,ThinkPad Laptop,1,999.99,2021-05-10 17:27:00,966 5th St,New York City,NY
234989,AAA Batteries (4-pack),2,2.99,2021-05-04 22:01:00,984 Jackson St,Portland,ME
234990,AA Batteries (4-pack),4,3.84,2021-05-13 13:22:00,355 10th St,New York City,NY
234996,Wired Headphones,2,11.99,2021-05-26 16:07:00,845 North St,San Francisco,CA
234998,Apple Airpods Headphones,1,150.0,2021-05-30 12:01:00,261 Adams St,San Francisco,CA
235000,iPhone,1,700.0,2021-05-26 19:30:00,42 Hill St,Los Angeles,CA
235000,Wired Headphones,1,11.99,2021-05-26 19:30:00,42 Hill St,Los Angeles,CA
235001,Apple Airpods Headphones,1,150.0,2021-05-11 22:40:00,235 6th St,New York City,NY
235005,Lightning Charging Cable,2,14.95,2021-05-28 15:54:00,247 1st St,San Francisco,CA
235011,Apple Airpods Headphones,1,150.0,2021-05-15 08:03:00,449 Cedar St,Portland,OR
235012,Apple Airpods Headphones,1,150.0,2021-05-16 16:33:00,985 14th St,Portland,OR
235031,Bose SoundSport Headphones,1,99.99,2021-05-09 20:55:00,289 13th St,Portland,OR
235040,USB-C Charging Cable,1,11.95,2021-05-02 19:33:00,383 Johnson St,Austin,TX
235043,20in Monitor,1,109.99,2021-05-18 21:56:00,499 Highland St,Los Angeles,CA
235058,34in Ultrawide Monitor,1,379.99,2021-05-18 22:01:00,48 13th St,Boston,MA
235059,Lightning Charging Cable,1,14.95,2021-05-25 21:03:00,644 14th St,Boston,MA
235064,AAA Batteries (4-pack),2,2.99,2021-05-28 17:32:00,926 10th St,Los Angeles,CA
235066,Bose SoundSport Headphones,1,99.99,2021-05-28 16:32:00,411 Lincoln St,Los Angeles,CA
235072,AAA Batteries (4-pack),2,2.99,2021-05-25 07:41:00,569 Jefferson St,Dallas,TX
235078,AA Batteries (4-pack),2,3.84,2021-05-26 21:40:00,588 Main St,Los Angeles,CA
235082,Flatscreen TV,1,300.0,2021-05-28 11:11:00,994 Highland St,Portland,OR
235107,AAA Batteries (4-pack),4,2.99,2021-05-13 13:14:00,451 Church St,Boston,MA
235110,34in Ultrawide Monitor,1,379.99,2021-05-10 19:58:00,148 West St,Los Angeles,CA
235120,AA Batteries (4-pack),2,3.84,2021-05-23 23:18:00,75 Wilson St,San Francisco,CA
235123,AAA Batteries (4-pack),1,2.99,2021-05-28 13:05:00,698 7th St,Seattle,WA
235127,Flatscreen TV,1,300.0,2021-05-19 12:52:00,296 1st St,Seattle,WA
235165,AA Batteries (4-pack),4,3.84,2021-05-18 16:21:00,145 Cherry St,New York City,NY
235202,Flatscreen TV,1,300.0,2021-05-05 21:02:00,869 North St,Seattle,WA
235205,Lightning Charging Cable,2,14.95,2021-05-13 08:01:00,534 Meadow St,Boston,MA
235219,AA Batteries (4-pack),1,3.84,2021-05-30 08:11:00,271 13th St,Atlanta,GA
235222,iPhone,1,700.0,2021-05-16 13:05:00,289 5th St,San Francisco,CA
235222,Lightning Charging Cable,1,14.95,2021-05-16 13:05:00,289 5th St,San Francisco,CA
235224,Lightning Charging Cable,2,14.95,2021-05-17 09:36:00,566 Lakeview St,Atlanta,GA
235225,Bose SoundSport Headphones,1,99.99,2021-05-11 19:21:00,3 Center St,San Francisco,CA
235231,Google Phone,1,600.0,2021-05-27 19:37:00,394 4th St,Los Angeles,CA
235231,USB-C Charging Cable,2,11.95,2021-05-27 19:37:00,394 4th St,Los Angeles,CA
235231,Wired Headphones,2,11.99,2021-05-27 19:37:00,394 4th St,Los Angeles,CA
235238,Macbook Pro Laptop,1,1700.0,2021-05-16 19:47:00,400 Lake St,Portland,OR
235246,USB-C Charging Cable,1,11.95,2021-05-31 13:20:00,462 Lakeview St,Boston,MA
235251,AAA Batteries (4-pack),2,2.99,2021-05-23 01:48:00,24 Jefferson St,San Francisco,CA
235257,Apple Airpods Headphones,1,150.0,2021-05-07 10:29:00,531 Sunset St,Los Angeles,CA
235282,AAA Batteries (4-pack),4,2.99,2021-05-21 11:25:00,445 Spruce St,Boston,MA
235283,Lightning Charging Cable,2,14.95,2021-05-27 18:05:00,752 9th St,Los Angeles,CA
235294,USB-C Charging Cable,2,11.95,2021-05-28 14:12:00,151 West St,Dallas,TX
235300,ThinkPad Laptop,1,999.99,2021-05-14 10:41:00,510 Cedar St,Boston,MA
235302,27in FHD Monitor,1,149.99,2021-05-13 00:46:00,567 12th St,San Francisco,CA
235308,Wired Headphones,1,11.99,2021-05-23 18:55:00,536 Lake St,Los Angeles,CA
235314,AA Batteries (4-pack),4,3.84,2021-05-27 19:21:00,951 Washington St,Dallas,TX
235320,AAA Batteries (4-pack),2,2.99,2021-05-06 19:56:00,774 Jackson St,Los Angeles,CA
235321,USB-C Charging Cable,1,11.95,2021-05-07 12:32:00,85 Forest St,Dallas,TX
235328,27in 4K Gaming Monitor,1,389.99,2021-05-30 10:02:00,950 Adams St,Austin,TX
235329,AA Batteries (4-pack),4,3.84,2021-05-05 18:56:00,621 5th St,Los Angeles,CA
235334,Lightning Charging Cable,1,14.95,2021-05-07 13:31:00,183 Johnson St,Dallas,TX
235337,Wired Headphones,1,11.99,2021-05-28 02:10:00,827 7th St,Austin,TX
235343,Bose SoundSport Headphones,1,99.99,2021-05-24 19:03:00,399 Highland St,Seattle,WA
235350,Lightning Charging Cable,2,14.95,2021-05-30 18:51:00,936 Forest St,Los Angeles,CA
235353,27in 4K Gaming Monitor,1,389.99,2021-05-28 12:16:00,975 2nd St,San Francisco,CA
235357,AAA Batteries (4-pack),4,2.99,2021-05-05 09:11:00,469 West St,Boston,MA
235360,AAA Batteries (4-pack),2,2.99,2021-05-06 14:10:00,408 Cherry St,San Francisco,CA
235361,AAA Batteries (4-pack),4,2.99,2021-05-16 11:09:00,101 Wilson St,San Francisco,CA
235362,AAA Batteries (4-pack),2,2.99,2021-05-15 18:42:00,220 13th St,New York City,NY
235364,AAA Batteries (4-pack),6,2.99,2021-05-17 14:20:00,417 Hill St,New York City,NY
235373,Wired Headphones,1,11.99,2021-05-24 22:31:00,38 1st St,Atlanta,GA
235377,AAA Batteries (4-pack),2,2.99,2021-05-17 16:58:00,692 Ridge St,Boston,MA
235392,Flatscreen TV,1,300.0,2021-05-08 09:49:00,540 Hickory St,Boston,MA
235394,27in 4K Gaming Monitor,1,389.99,2021-05-06 21:37:00,761 South St,Portland,OR
235398,iPhone,1,700.0,2021-05-03 09:24:00,309 Washington St,Los Angeles,CA
235408,27in FHD Monitor,1,149.99,2021-05-27 05:43:00,629 Adams St,Seattle,WA
235414,Lightning Charging Cable,1,14.95,2021-05-29 10:04:00,808 Lake St,Atlanta,GA
235416,27in FHD Monitor,1,149.99,2021-05-08 09:26:00,449 Adams St,Boston,MA
235420,Lightning Charging Cable,1,14.95,2021-05-20 11:51:00,243 Lake St,San Francisco,CA
235434,AA Batteries (4-pack),2,3.84,2021-05-11 19:50:00,507 Jefferson St,Boston,MA
235444,USB-C Charging Cable,2,11.95,2021-05-30 09:46:00,886 Lakeview St,Dallas,TX
235448,Lightning Charging Cable,2,14.95,2021-05-09 16:58:00,807 Johnson St,Seattle,WA
235456,Wired Headphones,1,11.99,2021-05-21 12:38:00,375 14th St,San Francisco,CA
235458,Lightning Charging Cable,1,14.95,2021-05-27 09:24:00,298 Spruce St,Atlanta,GA
235470,AAA Batteries (4-pack),2,2.99,2021-05-16 07:43:00,966 Sunset St,San Francisco,CA
235472,Lightning Charging Cable,1,14.95,2021-05-23 20:21:00,448 Highland St,New York City,NY
235476,USB-C Charging Cable,1,11.95,2021-05-01 11:24:00,972 Park St,San Francisco,CA
235490,AAA Batteries (4-pack),2,2.99,2021-05-23 00:06:00,430 Maple St,San Francisco,CA
235502,iPhone,1,700.0,2021-05-18 12:34:00,926 North St,Dallas,TX
235506,AAA Batteries (4-pack),1,2.99,2021-05-04 11:14:00,549 Lincoln St,New York City,NY
235514,Wired Headphones,2,11.99,2021-05-17 13:42:00,278 10th St,New York City,NY
235547,USB-C Charging Cable,1,11.95,2021-05-05 12:52:00,84 Walnut St,San Francisco,CA
235550,AAA Batteries (4-pack),2,2.99,2021-05-17 17:07:00,404 Spruce St,San Francisco,CA
235554,iPhone,1,700.0,2021-05-23 20:35:00,615 Walnut St,San Francisco,CA
235557,Bose SoundSport Headphones,1,99.99,2021-05-06 18:49:00,797 Cedar St,New York City,NY
235561,27in 4K Gaming Monitor,1,389.99,2021-05-23 11:17:00,462 North St,Portland,OR
235566,AA Batteries (4-pack),4,3.84,2021-05-12 09:31:00,51 Park St,Austin,TX
235569,iPhone,1,700.0,2021-05-25 13:59:00,216 Spruce St,Boston,MA
235569,Wired Headphones,2,11.99,2021-05-25 13:59:00,216 Spruce St,Boston,MA
235571,Wired Headphones,1,11.99,2021-05-25 05:46:00,112 Cherry St,Los Angeles,CA
235575,USB-C Charging Cable,1,11.95,2021-05-30 18:47:00,44 Johnson St,Dallas,TX
235593,Bose SoundSport Headphones,1,99.99,2021-05-02 13:14:00,611 13th St,San Francisco,CA
235605,34in Ultrawide Monitor,1,379.99,2021-05-04 14:42:00,351 Ridge St,Boston,MA
235612,Lightning Charging Cable,1,14.95,2021-05-27 18:42:00,932 Washington St,San Francisco,CA
235613,Apple Airpods Headphones,1,150.0,2021-05-20 09:24:00,837 Forest St,Austin,TX
235622,Apple Airpods Headphones,1,150.0,2021-05-08 12:26:00,808 Sunset St,Atlanta,GA
235628,AAA Batteries (4-pack),2,2.99,2021-05-22 08:21:00,774 Sunset St,Los Angeles,CA
235629,USB-C Charging Cable,2,11.95,2021-05-28 10:15:00,19 Lakeview St,Atlanta,GA
235639,Lightning Charging Cable,1,14.95,2021-05-26 17:39:00,843 2nd St,San Francisco,CA
235640,Google Phone,1,600.0,2021-05-15 20:26:00,932 Park St,Seattle,WA
235640,USB-C Charging Cable,2,11.95,2021-05-15 20:26:00,932 Park St,Seattle,WA
235641,iPhone,1,700.0,2021-05-09 09:32:00,632 Cherry St,Los Angeles,CA
235649,Macbook Pro Laptop,1,1700.0,2021-05-05 21:48:00,230 Ridge St,Atlanta,GA
235652,AAA Batteries (4-pack),4,2.99,2021-05-17 07:15:00,745 Pine St,San Francisco,CA
235657,Wired Headphones,4,11.99,2021-05-02 22:45:00,135 Highland St,San Francisco,CA
235659,Apple Airpods Headphones,1,150.0,2021-05-17 17:08:00,515 11th St,New York City,NY
235664,Apple Airpods Headphones,1,150.0,2021-05-25 12:22:00,907 Lake St,San Francisco,CA
235687,Apple Airpods Headphones,1,150.0,2021-05-12 21:36:00,421 4th St,Dallas,TX
235696,Flatscreen TV,1,300.0,2021-05-28 07:37:00,709 12th St,Dallas,TX
235696,AAA Batteries (4-pack),4,2.99,2021-05-28 07:37:00,709 12th St,Dallas,TX
235698,Apple Airpods Headphones,1,150.0,2021-05-18 23:52:00,357 Highland St,San Francisco,CA
235700,Wired Headphones,1,11.99,2021-05-22 08:15:00,109 Chestnut St,Atlanta,GA
235732,Macbook Pro Laptop,1,1700.0,2021-05-03 11:00:00,207 Cherry St,Los Angeles,CA
235734,Bose SoundSport Headphones,1,99.99,2021-05-01 17:13:00,807 11th St,New York City,NY
235736,20in Monitor,1,109.99,2021-05-30 20:04:00,694 Forest St,Los Angeles,CA
235748,AAA Batteries (4-pack),2,2.99,2021-05-23 20:39:00,878 Lake St,Portland,OR
235752,Wired Headphones,2,11.99,2021-05-15 16:01:00,856 Walnut St,Los Angeles,CA
235763,USB-C Charging Cable,1,11.95,2021-05-05 08:55:00,70 Church St,San Francisco,CA
235764,Apple Airpods Headphones,1,150.0,2021-05-24 16:16:00,722 8th St,Atlanta,GA
235778,AA Batteries (4-pack),4,3.84,2021-05-06 19:21:00,174 13th St,Boston,MA
235782,Macbook Pro Laptop,1,1700.0,2021-05-01 20:10:00,758 9th St,Atlanta,GA
235787,AA Batteries (4-pack),1,3.84,2021-05-03 14:03:00,257 13th St,San Francisco,CA
235788,Lightning Charging Cable,1,14.95,2021-05-02 08:42:00,587 Adams St,San Francisco,CA
235793,27in 4K Gaming Monitor,1,389.99,2021-05-08 02:15:00,542 Lincoln St,Los Angeles,CA
235797,Wired Headphones,1,11.99,2021-05-21 13:42:00,812 9th St,Los Angeles,CA
235798,Bose SoundSport Headphones,1,99.99,2021-05-19 16:11:00,766 12th St,Portland,ME
235805,AAA Batteries (4-pack),4,2.99,2021-05-08 10:31:00,437 Cherry St,New York City,NY
235813,Wired Headphones,2,11.99,2021-05-06 20:49:00,332 9th St,Portland,OR
235817,Bose SoundSport Headphones,1,99.99,2021-05-21 23:36:00,434 Jackson St,San Francisco,CA
235819,Wired Headphones,2,11.99,2021-05-25 19:48:00,257 1st St,Los Angeles,CA
235826,AAA Batteries (4-pack),2,2.99,2021-05-09 00:39:00,593 12th St,San Francisco,CA
235827,Wired Headphones,2,11.99,2021-05-15 17:01:00,495 Jackson St,Boston,MA
235837,Bose SoundSport Headphones,1,99.99,2021-05-27 14:58:00,362 Adams St,Seattle,WA
235839,iPhone,1,700.0,2021-05-31 18:14:00,546 Dogwood St,Seattle,WA
235854,Bose SoundSport Headphones,1,99.99,2021-05-31 16:53:00,852 6th St,San Francisco,CA
235867,AA Batteries (4-pack),2,3.84,2021-05-28 22:36:00,507 Center St,Atlanta,GA
235877,AAA Batteries (4-pack),2,2.99,2021-05-02 19:04:00,988 Hill St,Los Angeles,CA
235879,Wired Headphones,2,11.99,2021-05-01 22:36:00,851 West St,New York City,NY
235888,Bose SoundSport Headphones,1,99.99,2021-05-03 06:49:00,193 Spruce St,Seattle,WA
235895,AA Batteries (4-pack),4,3.84,2021-05-26 17:20:00,623 Madison St,San Francisco,CA
235899,Lightning Charging Cable,1,14.95,2021-05-07 01:27:00,641 Spruce St,New York City,NY
235906,USB-C Charging Cable,4,11.95,2021-05-18 13:34:00,895 Meadow St,Atlanta,GA
235909,27in FHD Monitor,1,149.99,2021-05-19 20:40:00,367 Adams St,San Francisco,CA
235933,Wired Headphones,4,11.99,2021-05-30 19:40:00,725 Chestnut St,Atlanta,GA
235937,Flatscreen TV,1,300.0,2021-05-06 14:31:00,463 2nd St,San Francisco,CA
235938,AAA Batteries (4-pack),4,2.99,2021-05-11 07:38:00,528 Highland St,Atlanta,GA
235941,AAA Batteries (4-pack),4,2.99,2021-05-05 13:24:00,922 Sunset St,Los Angeles,CA
235943,Lightning Charging Cable,1,14.95,2021-05-15 18:53:00,138 Meadow St,Portland,OR
235950,Wired Headphones,2,11.99,2021-05-10 16:09:00,244 Highland St,San Francisco,CA
235954,Lightning Charging Cable,1,14.95,2021-05-25 18:10:00,885 Cedar St,Los Angeles,CA
235964,USB-C Charging Cable,2,11.95,2021-05-09 20:18:00,978 Maple St,Portland,OR
235967,USB-C Charging Cable,2,11.95,2021-05-09 13:09:00,31 10th St,San Francisco,CA
235969,AA Batteries (4-pack),1,3.84,2021-05-05 19:37:00,981 Hill St,Boston,MA
235970,27in FHD Monitor,1,149.99,2021-05-30 08:53:00,299 9th St,Seattle,WA
235973,AAA Batteries (4-pack),2,2.99,2021-05-08 12:35:00,852 West St,Portland,ME
235975,Lightning Charging Cable,1,14.95,2021-05-02 21:30:00,383 Pine St,San Francisco,CA
235979,AAA Batteries (4-pack),4,2.99,2021-05-12 12:57:00,989 11th St,Atlanta,GA
235981,34in Ultrawide Monitor,1,379.99,2021-05-09 20:42:00,19 Ridge St,Los Angeles,CA
235982,AA Batteries (4-pack),2,3.84,2021-05-02 16:46:00,449 Walnut St,San Francisco,CA
235983,34in Ultrawide Monitor,1,379.99,2021-05-17 20:33:00,482 Main St,Los Angeles,CA
235990,20in Monitor,1,109.99,2021-05-31 16:56:00,280 Church St,Atlanta,GA
235996,Bose SoundSport Headphones,1,99.99,2021-05-19 17:07:00,934 Wilson St,San Francisco,CA
235997,AAA Batteries (4-pack),1,2.99,2021-05-15 13:29:00,762 14th St,San Francisco,CA
235998,Lightning Charging Cable,2,14.95,2021-05-27 11:56:00,843 Spruce St,New York City,NY
236005,ThinkPad Laptop,1,999.99,2021-05-02 18:02:00,231 Washington St,San Francisco,CA
236007,Lightning Charging Cable,2,14.95,2021-05-29 22:34:00,96 Meadow St,Dallas,TX
236014,Apple Airpods Headphones,1,150.0,2021-05-18 10:27:00,586 Ridge St,Los Angeles,CA
236019,AA Batteries (4-pack),1,3.84,2021-05-09 22:07:00,653 Maple St,San Francisco,CA
236020,Apple Airpods Headphones,1,150.0,2021-05-06 11:35:00,565 Pine St,San Francisco,CA
236028,Wired Headphones,1,11.99,2021-05-29 19:53:00,184 Walnut St,San Francisco,CA
236030,Wired Headphones,2,11.99,2021-05-30 21:49:00,397 West St,Atlanta,GA
236032,27in FHD Monitor,1,149.99,2021-05-07 11:57:00,130 4th St,Los Angeles,CA
236051,Lightning Charging Cable,2,14.95,2021-05-23 19:50:00,621 8th St,Boston,MA
236052,AAA Batteries (4-pack),2,2.99,2021-05-24 19:00:00,42 8th St,San Francisco,CA
236059,AAA Batteries (4-pack),2,2.99,2021-05-19 19:57:00,795 Jefferson St,New York City,NY
236064,27in 4K Gaming Monitor,1,389.99,2021-05-31 22:58:00,258 14th St,Dallas,TX
236075,ThinkPad Laptop,1,999.99,2021-05-29 20:18:00,336 Madison St,San Francisco,CA
236087,Wired Headphones,2,11.99,2021-05-31 08:48:00,725 South St,Los Angeles,CA
236094,Lightning Charging Cable,2,14.95,2021-05-01 12:21:00,363 Willow St,New York City,NY
236108,27in 4K Gaming Monitor,1,389.99,2021-05-22 17:04:00,138 North St,New York City,NY
236112,Macbook Pro Laptop,1,1700.0,2021-05-16 11:07:00,719 1st St,Seattle,WA
236121,AAA Batteries (4-pack),2,2.99,2021-05-02 14:16:00,982 Maple St,Atlanta,GA
236126,AAA Batteries (4-pack),1,2.99,2021-05-31 15:04:00,933 South St,Los Angeles,CA
236138,Flatscreen TV,1,300.0,2021-05-13 09:04:00,781 Adams St,San Francisco,CA
236147,AAA Batteries (4-pack),4,2.99,2021-05-10 18:03:00,900 Center St,San Francisco,CA
236153,Wired Headphones,2,11.99,2021-05-21 10:42:00,129 Chestnut St,Los Angeles,CA
236157,Lightning Charging Cable,2,14.95,2021-05-22 08:17:00,699 12th St,Seattle,WA
